origem,destino,sku,perfil,volume
CD_3,Cliente_161,sku_88,RODOVIARIO,1591.67
CD_5,Cliente_2,sku_16,RODOVIARIO,95.1
CD_5,Cliente_2,sku_18,RODOVIARIO,8.77
CD_5,Cliente_2,sku_83,RODOVIARIO,1897.25
CD_5,Cliente_3,sku_6,RODOVIARIO,8.21
CD_5,Cliente_6,sku_18,RODOVIARIO,4.62
CD_5,Cliente_6,sku_21,RODOVIARIO,917.39
CD_5,Cliente_6,sku_29,RODOVIARIO,4.57
CD_5,Cliente_6,sku_40,RODOVIARIO,20.13
CD_5,Cliente_6,sku_42,RODOVIARIO,46.2
CD_5,Cliente_6,sku_43,RODOVIARIO,872.39
CD_5,Cliente_6,sku_47,RODOVIARIO,13087.08
CD_5,Cliente_6,sku_52,RODOVIARIO,13047.0
CD_5,Cliente_6,sku_61,RODOVIARIO,37.7
CD_5,Cliente_6,sku_69,RODOVIARIO,657.06
CD_5,Cliente_6,sku_77,RODOVIARIO,804.8
CD_5,Cliente_6,sku_79,RODOVIARIO,1.91
CD_5,Cliente_6,sku_82,RODOVIARIO,596.51
CD_5,Cliente_6,sku_84,RODOVIARIO,16574.3
CD_5,Cliente_9,sku_61,RODOVIARIO,15.58
CD_5,Cliente_9,sku_77,RODOVIARIO,170.73
CD_5,Cliente_12,sku_6,RODOVIARIO,13.6
CD_5,Cliente_12,sku_8,RODOVIARIO,18.23
CD_5,Cliente_12,sku_16,RODOVIARIO,483.43
CD_5,Cliente_12,sku_77,RODOVIARIO,1003.19
CD_5,Cliente_14,sku_18,RODOVIARIO,15.95
CD_5,Cliente_15,sku_16,RODOVIARIO,17.58
CD_5,Cliente_16,sku_16,RODOVIARIO,32.24
CD_5,Cliente_16,sku_18,RODOVIARIO,353.26
CD_5,Cliente_16,sku_77,RODOVIARIO,47.06
CD_5,Cliente_20,sku_6,RODOVIARIO,29.97
CD_5,Cliente_20,sku_8,RODOVIARIO,26.96
CD_5,Cliente_20,sku_11,RODOVIARIO,3992.78
CD_5,Cliente_20,sku_14,RODOVIARIO,426.0
CD_5,Cliente_20,sku_15,RODOVIARIO,0.1
CD_5,Cliente_20,sku_16,RODOVIARIO,72.1
CD_5,Cliente_20,sku_17,RODOVIARIO,27.2
CD_5,Cliente_20,sku_18,RODOVIARIO,456.46
CD_5,Cliente_20,sku_19,RODOVIARIO,375.55
CD_5,Cliente_20,sku_21,RODOVIARIO,12693.07
CD_5,Cliente_20,sku_25,RODOVIARIO,61.09
CD_5,Cliente_20,sku_27,RODOVIARIO,2.7
CD_5,Cliente_20,sku_28,RODOVIARIO,10.79
CD_5,Cliente_20,sku_31,RODOVIARIO,9.22
CD_5,Cliente_20,sku_33,RODOVIARIO,380.61
CD_5,Cliente_20,sku_35,RODOVIARIO,523.17
CD_5,Cliente_20,sku_38,RODOVIARIO,1351.79
CD_5,Cliente_20,sku_40,RODOVIARIO,128.86
CD_5,Cliente_20,sku_42,RODOVIARIO,1378.51
CD_5,Cliente_20,sku_43,RODOVIARIO,1395.43
CD_5,Cliente_20,sku_46,RODOVIARIO,633.59
CD_5,Cliente_20,sku_47,RODOVIARIO,10959.0
CD_5,Cliente_20,sku_49,RODOVIARIO,812.31
CD_5,Cliente_20,sku_52,RODOVIARIO,57077.36
CD_5,Cliente_20,sku_61,RODOVIARIO,24.78
CD_5,Cliente_20,sku_63,RODOVIARIO,118.56
CD_5,Cliente_20,sku_68,RODOVIARIO,0.1
CD_5,Cliente_20,sku_69,RODOVIARIO,61.46
CD_5,Cliente_20,sku_71,RODOVIARIO,275.02
CD_5,Cliente_20,sku_77,RODOVIARIO,6846.07
CD_5,Cliente_20,sku_79,RODOVIARIO,29.58
CD_5,Cliente_20,sku_82,RODOVIARIO,5249.5
CD_5,Cliente_23,sku_6,RODOVIARIO,2.05
CD_5,Cliente_23,sku_14,RODOVIARIO,336.68
CD_5,Cliente_23,sku_16,RODOVIARIO,87.9
CD_5,Cliente_23,sku_21,RODOVIARIO,748.02
CD_5,Cliente_23,sku_25,RODOVIARIO,47.01
CD_5,Cliente_23,sku_38,RODOVIARIO,901.2
CD_5,Cliente_23,sku_43,RODOVIARIO,8.9
CD_5,Cliente_23,sku_47,RODOVIARIO,689.31
CD_5,Cliente_23,sku_52,RODOVIARIO,1180.65
CD_5,Cliente_23,sku_61,RODOVIARIO,67.13
CD_5,Cliente_23,sku_73,RODOVIARIO,1.53
CD_5,Cliente_23,sku_77,RODOVIARIO,4532.9
CD_5,Cliente_25,sku_47,RODOVIARIO,4198.36
CD_5,Cliente_26,sku_6,RODOVIARIO,47.23
CD_5,Cliente_26,sku_8,RODOVIARIO,50.64
CD_5,Cliente_26,sku_11,RODOVIARIO,284.7
CD_5,Cliente_26,sku_14,RODOVIARIO,807.58
CD_5,Cliente_26,sku_16,RODOVIARIO,789.97
CD_5,Cliente_26,sku_18,RODOVIARIO,55.02
CD_5,Cliente_26,sku_19,RODOVIARIO,75.39
CD_5,Cliente_26,sku_21,RODOVIARIO,8185.17
CD_5,Cliente_26,sku_29,RODOVIARIO,16.56
CD_5,Cliente_26,sku_31,RODOVIARIO,60.99
CD_5,Cliente_26,sku_33,RODOVIARIO,24.4
CD_5,Cliente_26,sku_35,RODOVIARIO,347.16
CD_5,Cliente_26,sku_38,RODOVIARIO,53.87
CD_5,Cliente_26,sku_42,RODOVIARIO,334.67
CD_5,Cliente_26,sku_43,RODOVIARIO,2831.94
CD_5,Cliente_26,sku_46,RODOVIARIO,215.06
CD_5,Cliente_26,sku_47,RODOVIARIO,2831.67
CD_5,Cliente_26,sku_52,RODOVIARIO,7607.68
CD_5,Cliente_26,sku_71,RODOVIARIO,18.61
CD_5,Cliente_26,sku_77,RODOVIARIO,1958.96
CD_5,Cliente_26,sku_79,RODOVIARIO,9.03
CD_5,Cliente_26,sku_82,RODOVIARIO,2170.5
CD_5,Cliente_29,sku_18,RODOVIARIO,18.81
CD_5,Cliente_29,sku_19,RODOVIARIO,27.19
CD_5,Cliente_29,sku_33,RODOVIARIO,112.73
CD_5,Cliente_29,sku_43,RODOVIARIO,1246.12
CD_5,Cliente_29,sku_47,RODOVIARIO,6308.36
CD_5,Cliente_29,sku_52,RODOVIARIO,2144.57
CD_5,Cliente_29,sku_61,RODOVIARIO,11.18
CD_5,Cliente_29,sku_69,RODOVIARIO,976.9
CD_5,Cliente_29,sku_77,RODOVIARIO,266.42
CD_5,Cliente_29,sku_82,RODOVIARIO,1345.15
CD_5,Cliente_32,sku_6,RODOVIARIO,16.57
CD_5,Cliente_32,sku_8,RODOVIARIO,9.32
CD_5,Cliente_32,sku_14,RODOVIARIO,8.15
CD_5,Cliente_32,sku_15,RODOVIARIO,0.11
CD_5,Cliente_32,sku_16,RODOVIARIO,171.17
CD_5,Cliente_32,sku_18,RODOVIARIO,1667.36
CD_5,Cliente_32,sku_35,RODOVIARIO,19282.11
CD_5,Cliente_32,sku_40,RODOVIARIO,239.49
CD_5,Cliente_32,sku_55,RODOVIARIO,6.95
CD_5,Cliente_32,sku_59,RODOVIARIO,116.25
CD_5,Cliente_32,sku_73,RODOVIARIO,10.72
CD_5,Cliente_32,sku_77,RODOVIARIO,503.26
CD_5,Cliente_32,sku_84,RODOVIARIO,691.69
CD_5,Cliente_32,sku_87,RODOVIARIO,13.55
CD_5,Cliente_32,sku_88,RODOVIARIO,797.84
CD_5,Cliente_33,sku_2,RODOVIARIO,1.79
CD_5,Cliente_33,sku_6,RODOVIARIO,148.39
CD_5,Cliente_33,sku_8,RODOVIARIO,953.9
CD_5,Cliente_33,sku_11,RODOVIARIO,1025.05
CD_5,Cliente_33,sku_14,RODOVIARIO,2008.55
CD_5,Cliente_33,sku_16,RODOVIARIO,543.04
CD_5,Cliente_33,sku_17,RODOVIARIO,5.44
CD_5,Cliente_33,sku_18,RODOVIARIO,2535.23
CD_5,Cliente_33,sku_19,RODOVIARIO,219.69
CD_5,Cliente_33,sku_21,RODOVIARIO,8176.37
CD_5,Cliente_33,sku_25,RODOVIARIO,347.4
CD_5,Cliente_33,sku_26,RODOVIARIO,157.21
CD_5,Cliente_33,sku_29,RODOVIARIO,13.03
CD_5,Cliente_33,sku_31,RODOVIARIO,17.4
CD_5,Cliente_33,sku_33,RODOVIARIO,435.24
CD_5,Cliente_33,sku_35,RODOVIARIO,401.9
CD_5,Cliente_33,sku_38,RODOVIARIO,39.65
CD_5,Cliente_33,sku_40,RODOVIARIO,576.87
CD_5,Cliente_33,sku_42,RODOVIARIO,1033.1
CD_5,Cliente_33,sku_43,RODOVIARIO,13059.79
CD_5,Cliente_33,sku_46,RODOVIARIO,2047.86
CD_5,Cliente_33,sku_47,RODOVIARIO,194722.63
CD_5,Cliente_33,sku_49,RODOVIARIO,139816.5
CD_5,Cliente_33,sku_52,RODOVIARIO,121220.24
CD_5,Cliente_33,sku_61,RODOVIARIO,56.5
CD_5,Cliente_33,sku_63,RODOVIARIO,73.9
CD_5,Cliente_33,sku_68,RODOVIARIO,38.88
CD_5,Cliente_33,sku_69,RODOVIARIO,49.49
CD_5,Cliente_33,sku_71,RODOVIARIO,706.09
CD_5,Cliente_33,sku_73,RODOVIARIO,3.18
CD_5,Cliente_33,sku_75,RODOVIARIO,750.28
CD_5,Cliente_33,sku_76,RODOVIARIO,3.67
CD_5,Cliente_33,sku_77,RODOVIARIO,1421.01
CD_5,Cliente_33,sku_79,RODOVIARIO,196.14
CD_5,Cliente_33,sku_82,RODOVIARIO,16723.12
CD_5,Cliente_33,sku_83,RODOVIARIO,49232.51
CD_5,Cliente_33,sku_84,RODOVIARIO,216042.37
CD_5,Cliente_33,sku_85,RODOVIARIO,1.94
CD_5,Cliente_34,sku_14,RODOVIARIO,157.51
CD_5,Cliente_34,sku_18,RODOVIARIO,61.52
CD_5,Cliente_34,sku_21,RODOVIARIO,1787.25
CD_5,Cliente_34,sku_40,RODOVIARIO,4.8
CD_5,Cliente_34,sku_68,RODOVIARIO,3.89
CD_5,Cliente_34,sku_71,RODOVIARIO,3.31
CD_5,Cliente_34,sku_79,RODOVIARIO,118.59
CD_5,Cliente_34,sku_82,RODOVIARIO,190.4
CD_5,Cliente_35,sku_14,RODOVIARIO,318.83
CD_5,Cliente_35,sku_49,RODOVIARIO,12833.8
CD_5,Cliente_38,sku_18,RODOVIARIO,26.17
CD_5,Cliente_38,sku_77,RODOVIARIO,27.76
CD_5,Cliente_39,sku_6,RODOVIARIO,2.05
CD_5,Cliente_39,sku_8,RODOVIARIO,43.79
CD_5,Cliente_39,sku_11,RODOVIARIO,5569.44
CD_5,Cliente_39,sku_14,RODOVIARIO,722.55
CD_5,Cliente_39,sku_15,RODOVIARIO,8.37
CD_5,Cliente_39,sku_16,RODOVIARIO,235.27
CD_5,Cliente_39,sku_18,RODOVIARIO,90.84
CD_5,Cliente_39,sku_19,RODOVIARIO,344.97
CD_5,Cliente_39,sku_21,RODOVIARIO,5775.64
CD_5,Cliente_39,sku_27,RODOVIARIO,416.59
CD_5,Cliente_39,sku_31,RODOVIARIO,20.72
CD_5,Cliente_39,sku_33,RODOVIARIO,15.11
CD_5,Cliente_39,sku_35,RODOVIARIO,253.26
CD_5,Cliente_39,sku_38,RODOVIARIO,294.62
CD_5,Cliente_39,sku_40,RODOVIARIO,6.22
CD_5,Cliente_39,sku_42,RODOVIARIO,131.35
CD_5,Cliente_39,sku_43,RODOVIARIO,6322.92
CD_5,Cliente_39,sku_47,RODOVIARIO,19734.16
CD_5,Cliente_39,sku_49,RODOVIARIO,9635.98
CD_5,Cliente_39,sku_52,RODOVIARIO,36219.03
CD_5,Cliente_39,sku_55,RODOVIARIO,2.44
CD_5,Cliente_39,sku_65,RODOVIARIO,13855.32
CD_5,Cliente_39,sku_68,RODOVIARIO,48.6
CD_5,Cliente_39,sku_69,RODOVIARIO,897.73
CD_5,Cliente_39,sku_71,RODOVIARIO,282.97
CD_5,Cliente_39,sku_75,RODOVIARIO,10.35
CD_5,Cliente_39,sku_77,RODOVIARIO,3032.74
CD_5,Cliente_39,sku_79,RODOVIARIO,64.21
CD_5,Cliente_39,sku_82,RODOVIARIO,4415.71
CD_5,Cliente_39,sku_83,RODOVIARIO,322.11
CD_5,Cliente_39,sku_84,RODOVIARIO,562941.62
CD_5,Cliente_39,sku_85,RODOVIARIO,30.48
CD_5,Cliente_42,sku_11,RODOVIARIO,171.63
CD_5,Cliente_42,sku_18,RODOVIARIO,17.51
CD_5,Cliente_42,sku_19,RODOVIARIO,3.58
CD_5,Cliente_42,sku_21,RODOVIARIO,182.79
CD_5,Cliente_42,sku_29,RODOVIARIO,10.12
CD_5,Cliente_42,sku_31,RODOVIARIO,1.88
CD_5,Cliente_42,sku_33,RODOVIARIO,2.63
CD_5,Cliente_42,sku_35,RODOVIARIO,10.19
CD_5,Cliente_42,sku_40,RODOVIARIO,0.56
CD_5,Cliente_42,sku_43,RODOVIARIO,503.7
CD_5,Cliente_42,sku_47,RODOVIARIO,12245.52
CD_5,Cliente_42,sku_49,RODOVIARIO,199.85
CD_5,Cliente_42,sku_52,RODOVIARIO,14538.16
CD_5,Cliente_42,sku_69,RODOVIARIO,103.63
CD_5,Cliente_42,sku_71,RODOVIARIO,3.45
CD_5,Cliente_42,sku_77,RODOVIARIO,340.5
CD_5,Cliente_42,sku_79,RODOVIARIO,5.76
CD_5,Cliente_42,sku_82,RODOVIARIO,9772.53
CD_5,Cliente_42,sku_84,RODOVIARIO,14253.94
CD_5,Cliente_45,sku_6,RODOVIARIO,138.31
CD_5,Cliente_45,sku_8,RODOVIARIO,71.35
CD_5,Cliente_45,sku_11,RODOVIARIO,1071.51
CD_5,Cliente_45,sku_12,RODOVIARIO,0.1
CD_5,Cliente_45,sku_13,RODOVIARIO,0.1
CD_5,Cliente_45,sku_14,RODOVIARIO,86.31
CD_5,Cliente_45,sku_15,RODOVIARIO,6.21
CD_5,Cliente_45,sku_16,RODOVIARIO,850.85
CD_5,Cliente_45,sku_17,RODOVIARIO,2.67
CD_5,Cliente_45,sku_18,RODOVIARIO,86.02
CD_5,Cliente_45,sku_19,RODOVIARIO,10.4
CD_5,Cliente_45,sku_21,RODOVIARIO,244.94
CD_5,Cliente_45,sku_25,RODOVIARIO,188.03
CD_5,Cliente_45,sku_29,RODOVIARIO,9.08
CD_5,Cliente_45,sku_33,RODOVIARIO,151.07
CD_5,Cliente_45,sku_38,RODOVIARIO,186.49
CD_5,Cliente_45,sku_40,RODOVIARIO,20394.78
CD_5,Cliente_45,sku_43,RODOVIARIO,1022.79
CD_5,Cliente_45,sku_47,RODOVIARIO,277.28
CD_5,Cliente_45,sku_49,RODOVIARIO,397.66
CD_5,Cliente_45,sku_52,RODOVIARIO,268.92
CD_5,Cliente_45,sku_55,RODOVIARIO,88.03
CD_5,Cliente_45,sku_57,RODOVIARIO,45.1
CD_5,Cliente_45,sku_59,RODOVIARIO,4500.19
CD_5,Cliente_45,sku_61,RODOVIARIO,84.11
CD_5,Cliente_45,sku_66,RODOVIARIO,69.01
CD_5,Cliente_45,sku_69,RODOVIARIO,1758.08
CD_5,Cliente_45,sku_73,RODOVIARIO,19.3
CD_5,Cliente_45,sku_77,RODOVIARIO,838.49
CD_5,Cliente_45,sku_79,RODOVIARIO,2594.68
CD_5,Cliente_45,sku_82,RODOVIARIO,2292.49
CD_5,Cliente_45,sku_32,RODOVIARIO,7.19
CD_5,Cliente_45,sku_83,RODOVIARIO,640.66
CD_5,Cliente_45,sku_84,RODOVIARIO,1642.04
CD_5,Cliente_45,sku_85,RODOVIARIO,32.93
CD_5,Cliente_45,sku_87,RODOVIARIO,15640.85
CD_5,Cliente_45,sku_88,RODOVIARIO,910686.51
CD_5,Cliente_45,sku_90,RODOVIARIO,113878.02
CD_5,Cliente_46,sku_2,RODOVIARIO,67.99
CD_5,Cliente_46,sku_4,RODOVIARIO,264.95
CD_5,Cliente_46,sku_6,RODOVIARIO,4933.01
CD_5,Cliente_46,sku_8,RODOVIARIO,4022.39
CD_5,Cliente_46,sku_11,RODOVIARIO,52782.66
CD_5,Cliente_46,sku_12,RODOVIARIO,6.8
CD_5,Cliente_46,sku_13,RODOVIARIO,0.48
CD_5,Cliente_46,sku_14,RODOVIARIO,23047.49
CD_5,Cliente_46,sku_15,RODOVIARIO,10553.21
CD_5,Cliente_46,sku_16,RODOVIARIO,28423.29
CD_5,Cliente_46,sku_17,RODOVIARIO,3545.54
CD_5,Cliente_46,sku_18,RODOVIARIO,108958.35
CD_5,Cliente_46,sku_19,RODOVIARIO,1706.14
CD_5,Cliente_46,sku_20,RODOVIARIO,18.84
CD_5,Cliente_46,sku_21,RODOVIARIO,64657.69
CD_5,Cliente_46,sku_23,RODOVIARIO,54.72
CD_5,Cliente_46,sku_25,RODOVIARIO,4573.39
CD_5,Cliente_46,sku_26,RODOVIARIO,785.82
CD_5,Cliente_46,sku_29,RODOVIARIO,78.21
CD_5,Cliente_46,sku_31,RODOVIARIO,232.72
CD_5,Cliente_46,sku_33,RODOVIARIO,6026.85
CD_5,Cliente_46,sku_35,RODOVIARIO,8952.59
CD_5,Cliente_46,sku_38,RODOVIARIO,34348.34
CD_5,Cliente_46,sku_40,RODOVIARIO,83483.36
CD_5,Cliente_46,sku_42,RODOVIARIO,527.34
CD_5,Cliente_46,sku_43,RODOVIARIO,214748.43
CD_5,Cliente_46,sku_46,RODOVIARIO,8342.45
CD_5,Cliente_46,sku_47,RODOVIARIO,180590.8
CD_5,Cliente_46,sku_48,RODOVIARIO,688.38
CD_5,Cliente_46,sku_49,RODOVIARIO,147985.04
CD_5,Cliente_46,sku_50,RODOVIARIO,1759.03
CD_5,Cliente_46,sku_52,RODOVIARIO,255235.21
CD_5,Cliente_46,sku_55,RODOVIARIO,3778.3
CD_5,Cliente_46,sku_57,RODOVIARIO,2079.23
CD_5,Cliente_46,sku_58,RODOVIARIO,57933.18
CD_5,Cliente_46,sku_59,RODOVIARIO,18660.78
CD_5,Cliente_46,sku_61,RODOVIARIO,2925.84
CD_5,Cliente_46,sku_63,RODOVIARIO,410.7
CD_5,Cliente_46,sku_65,RODOVIARIO,1953.98
CD_5,Cliente_46,sku_66,RODOVIARIO,786.05
CD_5,Cliente_46,sku_68,RODOVIARIO,201.55
CD_5,Cliente_46,sku_69,RODOVIARIO,8611.21
CD_5,Cliente_46,sku_71,RODOVIARIO,66.96
CD_5,Cliente_46,sku_73,RODOVIARIO,1744.75
CD_5,Cliente_46,sku_75,RODOVIARIO,647.2
CD_5,Cliente_46,sku_77,RODOVIARIO,22504.38
CD_5,Cliente_46,sku_79,RODOVIARIO,19861.94
CD_5,Cliente_46,sku_82,RODOVIARIO,180950.94
CD_5,Cliente_46,sku_56,RODOVIARIO,2845.54
CD_5,Cliente_46,sku_32,RODOVIARIO,559.25
CD_5,Cliente_46,sku_83,RODOVIARIO,31889.31
CD_5,Cliente_46,sku_84,RODOVIARIO,308533.25
CD_5,Cliente_46,sku_85,RODOVIARIO,2990.97
CD_5,Cliente_46,sku_87,RODOVIARIO,66.42
CD_5,Cliente_46,sku_88,RODOVIARIO,4109.7
CD_5,Cliente_46,sku_90,RODOVIARIO,572.72
CD_5,Cliente_44,sku_2,RODOVIARIO,115.78
CD_5,Cliente_44,sku_8,RODOVIARIO,2110.58
CD_5,Cliente_44,sku_11,RODOVIARIO,4183.86
CD_5,Cliente_44,sku_13,RODOVIARIO,19.99
CD_5,Cliente_44,sku_17,RODOVIARIO,2607.53
CD_5,Cliente_44,sku_18,RODOVIARIO,81323.34
CD_5,Cliente_44,sku_19,RODOVIARIO,721.86
CD_5,Cliente_44,sku_21,RODOVIARIO,805.74
CD_5,Cliente_44,sku_38,RODOVIARIO,4861.72
CD_5,Cliente_44,sku_51,RODOVIARIO,0.1
CD_5,Cliente_44,sku_58,RODOVIARIO,7695.61
CD_5,Cliente_44,sku_59,RODOVIARIO,12325.77
CD_5,Cliente_44,sku_60,RODOVIARIO,746.42
CD_5,Cliente_44,sku_66,RODOVIARIO,172.96
CD_5,Cliente_44,sku_77,RODOVIARIO,2006.85
CD_5,Cliente_44,sku_82,RODOVIARIO,1145.06
CD_5,Cliente_47,sku_8,RODOVIARIO,13.73
CD_5,Cliente_47,sku_14,RODOVIARIO,91.35
CD_5,Cliente_47,sku_18,RODOVIARIO,2022.5
CD_5,Cliente_47,sku_19,RODOVIARIO,59.83
CD_5,Cliente_47,sku_21,RODOVIARIO,744.38
CD_5,Cliente_47,sku_35,RODOVIARIO,296.93
CD_5,Cliente_47,sku_38,RODOVIARIO,73.9
CD_5,Cliente_47,sku_43,RODOVIARIO,1006.31
CD_5,Cliente_47,sku_57,RODOVIARIO,226.11
CD_5,Cliente_47,sku_58,RODOVIARIO,1714.05
CD_5,Cliente_47,sku_59,RODOVIARIO,1141.67
CD_5,Cliente_47,sku_69,RODOVIARIO,2428.05
CD_5,Cliente_47,sku_77,RODOVIARIO,24.78
CD_5,Cliente_47,sku_82,RODOVIARIO,48755.93
CD_5,Cliente_47,sku_56,RODOVIARIO,307.32
CD_5,Cliente_48,sku_14,RODOVIARIO,1.32
CD_5,Cliente_48,sku_18,RODOVIARIO,137.1
CD_5,Cliente_48,sku_49,RODOVIARIO,1392.25
CD_5,Cliente_48,sku_52,RODOVIARIO,1854.52
CD_5,Cliente_48,sku_57,RODOVIARIO,4.78
CD_5,Cliente_48,sku_59,RODOVIARIO,4925.59
CD_5,Cliente_48,sku_61,RODOVIARIO,3.73
CD_5,Cliente_48,sku_69,RODOVIARIO,822.42
CD_5,Cliente_48,sku_77,RODOVIARIO,24.5
CD_5,Cliente_48,sku_83,RODOVIARIO,1202.21
CD_5,Cliente_48,sku_84,RODOVIARIO,7195.32
CD_5,Cliente_48,sku_87,RODOVIARIO,10399.96
CD_5,Cliente_48,sku_88,RODOVIARIO,614268.91
CD_5,Cliente_48,sku_90,RODOVIARIO,50417.47
CD_5,Cliente_49,sku_2,RODOVIARIO,7.72
CD_5,Cliente_49,sku_6,RODOVIARIO,886.69
CD_5,Cliente_49,sku_8,RODOVIARIO,543.42
CD_5,Cliente_49,sku_11,RODOVIARIO,1129.5
CD_5,Cliente_49,sku_12,RODOVIARIO,0.1
CD_5,Cliente_49,sku_14,RODOVIARIO,1665.98
CD_5,Cliente_49,sku_15,RODOVIARIO,233.64
CD_5,Cliente_49,sku_16,RODOVIARIO,4607.11
CD_5,Cliente_49,sku_17,RODOVIARIO,130.58
CD_5,Cliente_49,sku_18,RODOVIARIO,13493.44
CD_5,Cliente_49,sku_19,RODOVIARIO,18.84
CD_5,Cliente_49,sku_21,RODOVIARIO,5068.91
CD_5,Cliente_49,sku_25,RODOVIARIO,47.01
CD_5,Cliente_49,sku_26,RODOVIARIO,5.49
CD_5,Cliente_49,sku_27,RODOVIARIO,50.62
CD_5,Cliente_49,sku_29,RODOVIARIO,43.01
CD_5,Cliente_49,sku_31,RODOVIARIO,6.34
CD_5,Cliente_49,sku_33,RODOVIARIO,396.05
CD_5,Cliente_49,sku_35,RODOVIARIO,1678.16
CD_5,Cliente_49,sku_38,RODOVIARIO,2191.54
CD_5,Cliente_49,sku_40,RODOVIARIO,8114.52
CD_5,Cliente_49,sku_42,RODOVIARIO,414.37
CD_5,Cliente_49,sku_43,RODOVIARIO,42692.03
CD_5,Cliente_49,sku_46,RODOVIARIO,386.22
CD_5,Cliente_49,sku_47,RODOVIARIO,20481.46
CD_5,Cliente_49,sku_49,RODOVIARIO,7925.93
CD_5,Cliente_49,sku_50,RODOVIARIO,39.05
CD_5,Cliente_49,sku_52,RODOVIARIO,45740.24
CD_5,Cliente_49,sku_55,RODOVIARIO,111.29
CD_5,Cliente_49,sku_58,RODOVIARIO,242.1
CD_5,Cliente_49,sku_59,RODOVIARIO,1110.09
CD_5,Cliente_49,sku_61,RODOVIARIO,89.58
CD_5,Cliente_49,sku_69,RODOVIARIO,808.9
CD_5,Cliente_49,sku_73,RODOVIARIO,19.76
CD_5,Cliente_49,sku_75,RODOVIARIO,254.43
CD_5,Cliente_49,sku_76,RODOVIARIO,102.03
CD_5,Cliente_49,sku_77,RODOVIARIO,1948.1
CD_5,Cliente_49,sku_79,RODOVIARIO,3063.46
CD_5,Cliente_49,sku_82,RODOVIARIO,19473.66
CD_5,Cliente_49,sku_83,RODOVIARIO,1159.42
CD_5,Cliente_49,sku_84,RODOVIARIO,12917.06
CD_5,Cliente_49,sku_85,RODOVIARIO,44.55
CD_5,Cliente_49,sku_90,RODOVIARIO,10.6
CD_5,Cliente_50,sku_8,RODOVIARIO,1367.93
CD_5,Cliente_50,sku_10,RODOVIARIO,28.03
CD_5,Cliente_50,sku_11,RODOVIARIO,238.47
CD_5,Cliente_50,sku_14,RODOVIARIO,52.4
CD_5,Cliente_50,sku_15,RODOVIARIO,730.36
CD_5,Cliente_50,sku_17,RODOVIARIO,536.07
CD_5,Cliente_50,sku_18,RODOVIARIO,181.3
CD_5,Cliente_50,sku_20,RODOVIARIO,310.52
CD_5,Cliente_50,sku_21,RODOVIARIO,547.9
CD_5,Cliente_50,sku_35,RODOVIARIO,1218.92
CD_5,Cliente_50,sku_38,RODOVIARIO,312.92
CD_5,Cliente_50,sku_43,RODOVIARIO,1060.19
CD_5,Cliente_50,sku_57,RODOVIARIO,1746.08
CD_5,Cliente_50,sku_58,RODOVIARIO,2365.52
CD_5,Cliente_50,sku_59,RODOVIARIO,20840.67
CD_5,Cliente_50,sku_63,RODOVIARIO,24.57
CD_5,Cliente_50,sku_75,RODOVIARIO,2592.23
CD_5,Cliente_50,sku_77,RODOVIARIO,2789.81
CD_5,Cliente_50,sku_82,RODOVIARIO,1021.73
CD_5,Cliente_50,sku_56,RODOVIARIO,1321.8
CD_5,Cliente_50,sku_83,RODOVIARIO,1939.64
CD_5,Cliente_50,sku_88,RODOVIARIO,399.5
CD_5,Cliente_52,sku_77,RODOVIARIO,50.23
CD_5,Cliente_53,sku_2,RODOVIARIO,7.72
CD_5,Cliente_53,sku_5,RODOVIARIO,1.56
CD_5,Cliente_53,sku_8,RODOVIARIO,67.09
CD_5,Cliente_53,sku_14,RODOVIARIO,309.3
CD_5,Cliente_53,sku_15,RODOVIARIO,6.78
CD_5,Cliente_53,sku_18,RODOVIARIO,15.89
CD_5,Cliente_53,sku_21,RODOVIARIO,1943.47
CD_5,Cliente_53,sku_27,RODOVIARIO,145.41
CD_5,Cliente_53,sku_31,RODOVIARIO,2.43
CD_5,Cliente_53,sku_35,RODOVIARIO,364.1
CD_5,Cliente_53,sku_43,RODOVIARIO,4547.99
CD_5,Cliente_53,sku_61,RODOVIARIO,25.29
CD_5,Cliente_53,sku_63,RODOVIARIO,136.47
CD_5,Cliente_53,sku_73,RODOVIARIO,71.31
CD_5,Cliente_53,sku_77,RODOVIARIO,1767.49
CD_5,Cliente_53,sku_82,RODOVIARIO,247.57
CD_5,Cliente_53,sku_84,RODOVIARIO,10.84
CD_5,Cliente_56,sku_6,RODOVIARIO,6.16
CD_5,Cliente_56,sku_11,RODOVIARIO,1680.86
CD_5,Cliente_56,sku_16,RODOVIARIO,23.25
CD_5,Cliente_60,sku_6,RODOVIARIO,518.75
CD_5,Cliente_60,sku_8,RODOVIARIO,787.45
CD_5,Cliente_60,sku_11,RODOVIARIO,1231.98
CD_5,Cliente_60,sku_12,RODOVIARIO,0.1
CD_5,Cliente_60,sku_14,RODOVIARIO,1021.69
CD_5,Cliente_60,sku_15,RODOVIARIO,12.35
CD_5,Cliente_60,sku_16,RODOVIARIO,1293.39
CD_5,Cliente_60,sku_17,RODOVIARIO,266.6
CD_5,Cliente_60,sku_18,RODOVIARIO,6665.34
CD_5,Cliente_60,sku_19,RODOVIARIO,831.33
CD_5,Cliente_60,sku_21,RODOVIARIO,13678.54
CD_5,Cliente_60,sku_26,RODOVIARIO,51.76
