no,sku,perfil,demanda
Cliente_29,sku_23,Rodoviário,4465.37
Cliente_29,sku_25,Rodoviário,13863.3
Cliente_29,sku_26,Rodoviário,545.52
Cliente_29,sku_29,Rodoviário,2431.64
Cliente_29,sku_31,Rodoviário,0.35
Cliente_29,sku_33,Rodoviário,2178.8
Cliente_29,sku_35,Rodoviário,3624.6
Cliente_29,sku_38,Rodoviário,800.55
Cliente_29,sku_39,Rodoviário,6.17
Cliente_29,sku_40,Rodoviário,5058.87
Cliente_29,sku_42,Rodoviário,35.34
Cliente_29,sku_43,Rodoviário,42784.02
Cliente_29,sku_47,Rodoviário,11396.02
Cliente_29,sku_49,Rodoviário,8687.65
Cliente_29,sku_52,Rodoviário,58122.63
Cliente_29,sku_60,Rodoviário,37833.03
Cliente_29,sku_61,Rodoviário,4108.06
Cliente_29,sku_63,Rodoviário,5581.34
Cliente_29,sku_65,Rodoviário,468.63
Cliente_29,sku_66,Rodoviário,249.95
Cliente_29,sku_67,Rodoviário,143.07
Cliente_29,sku_69,Rodoviário,3091.62
Cliente_29,sku_73,Rodoviário,4292.74
Cliente_29,sku_77,Rodoviário,862.96
Cliente_29,sku_78,Rodoviário,85.63
Cliente_29,sku_79,Rodoviário,392.61
Cliente_29,sku_80,Rodoviário,215737.21
Cliente_29,sku_82,Rodoviário,37780.12
Cliente_29,sku_30,Rodoviário,15.04
Cliente_29,sku_70,Rodoviário,71.49
Cliente_29,sku_83,Rodoviário,155595.2
Cliente_29,sku_84,Rodoviário,1125834.11
Cliente_29,sku_85,Rodoviário,1622.25
Cliente_29,sku_86,Rodoviário,96125.63
Cliente_29,sku_87,Rodoviário,34833.16
Cliente_29,sku_88,Rodoviário,41017.51
Cliente_29,sku_89,Rodoviário,59387.35
Cliente_29,sku_90,Rodoviário,78.34
Cliente_29,sku_92,Rodoviário,287.85
Cliente_30,sku_14,Rodoviário,1270.21
Cliente_30,sku_18,Rodoviário,1618.33
Cliente_30,sku_40,Rodoviário,24867.61
Cliente_30,sku_43,Rodoviário,7098.24
Cliente_30,sku_49,Rodoviário,8798.69
Cliente_30,sku_52,Rodoviário,8368.05
Cliente_30,sku_65,Rodoviário,2977.29
Cliente_30,sku_77,Rodoviário,4096.28
Cliente_30,sku_79,Rodoviário,429.03
Cliente_30,sku_80,Rodoviário,136120.43
Cliente_30,sku_82,Rodoviário,17801.31
Cliente_30,sku_83,Rodoviário,166506.85
Cliente_30,sku_84,Rodoviário,972839.19
Cliente_30,sku_86,Rodoviário,18061.03
Cliente_30,sku_87,Rodoviário,35404.76
Cliente_30,sku_88,Rodoviário,174887.07
Cliente_30,sku_90,Rodoviário,0.1
Cliente_30,sku_91,Rodoviário,1754.72
Cliente_30,sku_92,Rodoviário,421.6
Cliente_32,sku_0,Rodoviário,5.36
Cliente_32,sku_2,Rodoviário,622.24
Cliente_32,sku_5,Rodoviário,119.13
Cliente_32,sku_6,Rodoviário,2280.68
Cliente_32,sku_8,Rodoviário,3245.37
Cliente_32,sku_11,Rodoviário,20372.01
Cliente_32,sku_12,Rodoviário,14.79
Cliente_32,sku_13,Rodoviário,0.1
Cliente_32,sku_14,Rodoviário,3362.65
Cliente_32,sku_15,Rodoviário,88.06
Cliente_32,sku_16,Rodoviário,11532.45
Cliente_32,sku_17,Rodoviário,1550.34
Cliente_32,sku_18,Rodoviário,3125.78
Cliente_32,sku_21,Rodoviário,725.78
Cliente_32,sku_22,Rodoviário,26624.71
Cliente_32,sku_23,Rodoviário,549.16
Cliente_32,sku_25,Rodoviário,18746.63
Cliente_32,sku_26,Rodoviário,116.25
Cliente_32,sku_29,Rodoviário,280.6
Cliente_32,sku_33,Rodoviário,2314.95
Cliente_32,sku_35,Rodoviário,29871.04
Cliente_32,sku_38,Rodoviário,167.94
Cliente_32,sku_39,Rodoviário,4849.03
Cliente_32,sku_40,Rodoviário,279.41
Cliente_32,sku_42,Rodoviário,16.07
Cliente_32,sku_43,Rodoviário,1968.02
Cliente_32,sku_47,Rodoviário,955.44
Cliente_32,sku_49,Rodoviário,157.39
Cliente_32,sku_52,Rodoviário,133.82
Cliente_32,sku_55,Rodoviário,437.57
Cliente_32,sku_57,Rodoviário,23.85
Cliente_32,sku_59,Rodoviário,6444.59
Cliente_32,sku_61,Rodoviário,793.69
Cliente_32,sku_63,Rodoviário,1167.62
Cliente_32,sku_69,Rodoviário,658.09
Cliente_32,sku_73,Rodoviário,60.85
Cliente_32,sku_74,Rodoviário,1214.7
Cliente_32,sku_77,Rodoviário,3455.83
Cliente_32,sku_79,Rodoviário,257.84
Cliente_32,sku_82,Rodoviário,2835.62
Cliente_32,sku_84,Rodoviário,12907.23
Cliente_32,sku_85,Rodoviário,326.94
Cliente_32,sku_87,Rodoviário,6640.89
Cliente_32,sku_88,Rodoviário,680231.07
Cliente_32,sku_90,Rodoviário,14063.28
Cliente_33,sku_0,Rodoviário,105.06
Cliente_33,sku_2,Rodoviário,2252.36
Cliente_33,sku_3,Rodoviário,90.92
Cliente_33,sku_4,Rodoviário,790.3
Cliente_33,sku_5,Rodoviário,416.97
Cliente_33,sku_6,Rodoviário,7282.6
Cliente_33,sku_8,Rodoviário,20093.36
Cliente_33,sku_11,Rodoviário,151836.46
Cliente_33,sku_12,Rodoviário,50.42
Cliente_33,sku_13,Rodoviário,0.11
Cliente_33,sku_14,Rodoviário,15529.33
Cliente_33,sku_15,Rodoviário,6932.19
Cliente_33,sku_16,Rodoviário,59774.87
Cliente_33,sku_17,Rodoviário,14065.59
Cliente_33,sku_18,Rodoviário,75475.78
Cliente_33,sku_19,Rodoviário,18695.41
Cliente_33,sku_20,Rodoviário,15.49
Cliente_33,sku_21,Rodoviário,98406.71
Cliente_33,sku_22,Rodoviário,7643.77
Cliente_33,sku_23,Rodoviário,214.4
Cliente_33,sku_25,Rodoviário,17569.42
Cliente_33,sku_26,Rodoviário,772.51
Cliente_33,sku_27,Rodoviário,626.14
Cliente_33,sku_28,Rodoviário,44.57
Cliente_33,sku_29,Rodoviário,3219.24
Cliente_33,sku_31,Rodoviário,257.22
Cliente_33,sku_33,Rodoviário,17320.35
Cliente_33,sku_35,Rodoviário,3659.59
Cliente_33,sku_38,Rodoviário,17343.78
Cliente_33,sku_39,Rodoviário,112.66
Cliente_33,sku_40,Rodoviário,20746.0
Cliente_33,sku_42,Rodoviário,1287.53
Cliente_33,sku_43,Rodoviário,90646.05
Cliente_33,sku_46,Rodoviário,6611.62
Cliente_33,sku_47,Rodoviário,363070.07
Cliente_33,sku_48,Rodoviário,28047.02
Cliente_33,sku_49,Rodoviário,167397.71
Cliente_33,sku_50,Rodoviário,1777.27
Cliente_33,sku_52,Rodoviário,391481.46
Cliente_33,sku_55,Rodoviário,5476.21
Cliente_33,sku_57,Rodoviário,13.56
Cliente_33,sku_58,Rodoviário,23.32
Cliente_33,sku_59,Rodoviário,2082.36
Cliente_33,sku_60,Rodoviário,1202.79
Cliente_33,sku_61,Rodoviário,10040.27
Cliente_33,sku_63,Rodoviário,21937.56
Cliente_33,sku_65,Rodoviário,493.53
Cliente_33,sku_66,Rodoviário,450.22
Cliente_33,sku_67,Rodoviário,1325.59
Cliente_33,sku_68,Rodoviário,584.11
Cliente_33,sku_69,Rodoviário,10810.48
Cliente_33,sku_71,Rodoviário,16616.56
Cliente_33,sku_73,Rodoviário,16237.01
Cliente_33,sku_74,Rodoviário,16.16
Cliente_33,sku_75,Rodoviário,984.17
Cliente_33,sku_76,Rodoviário,3.67
Cliente_33,sku_77,Rodoviário,30876.85
Cliente_33,sku_79,Rodoviário,12551.59
Cliente_33,sku_80,Rodoviário,21369.71
Cliente_33,sku_82,Rodoviário,91695.73
Cliente_33,sku_56,Rodoviário,18.38
Cliente_33,sku_30,Rodoviário,355.0
Cliente_33,sku_70,Rodoviário,31.16
Cliente_33,sku_32,Rodoviário,210.15
Cliente_33,sku_83,Rodoviário,58707.83
Cliente_33,sku_84,Rodoviário,768272.74
Cliente_33,sku_85,Rodoviário,6903.51
Cliente_33,sku_86,Rodoviário,6212.15
Cliente_33,sku_87,Rodoviário,10.8
Cliente_33,sku_88,Rodoviário,3264.69
Cliente_33,sku_90,Rodoviário,7745.13
Cliente_34,sku_0,Rodoviário,3413.89
Cliente_34,sku_2,Rodoviário,1891.69
Cliente_34,sku_4,Rodoviário,843.57
Cliente_34,sku_5,Rodoviário,561.67
Cliente_34,sku_7,Rodoviário,21.38
Cliente_34,sku_8,Rodoviário,12697.79
Cliente_34,sku_11,Rodoviário,1829.06
Cliente_34,sku_12,Rodoviário,617.15
Cliente_34,sku_14,Rodoviário,14566.25
Cliente_34,sku_15,Rodoviário,24509.13
Cliente_34,sku_17,Rodoviário,13901.27
Cliente_34,sku_18,Rodoviário,35985.37
Cliente_34,sku_19,Rodoviário,37.19
Cliente_34,sku_20,Rodoviário,912.52
Cliente_34,sku_21,Rodoviário,12253.44
Cliente_34,sku_35,Rodoviário,81.13
Cliente_34,sku_38,Rodoviário,801.08
Cliente_34,sku_40,Rodoviário,227.79
Cliente_34,sku_43,Rodoviário,90.73
Cliente_34,sku_52,Rodoviário,3385.73
Cliente_34,sku_61,Rodoviário,493.3
Cliente_34,sku_63,Rodoviário,5622.42
Cliente_34,sku_68,Rodoviário,52.27
Cliente_34,sku_71,Rodoviário,3.31
Cliente_34,sku_79,Rodoviário,129.64
Cliente_34,sku_82,Rodoviário,2811.47
Cliente_34,sku_83,Rodoviário,2943.36
Cliente_34,sku_84,Rodoviário,11896.14
Cliente_31,sku_2,Rodoviário,183.74
Cliente_31,sku_11,Rodoviário,22209.21
Cliente_31,sku_12,Rodoviário,87.05
Cliente_31,sku_14,Rodoviário,25988.2
Cliente_31,sku_15,Rodoviário,5911.35
Cliente_31,sku_17,Rodoviário,12402.73
Cliente_31,sku_18,Rodoviário,20293.57
Cliente_31,sku_19,Rodoviário,76.82
Cliente_31,sku_20,Rodoviário,1925.59
Cliente_31,sku_21,Rodoviário,218559.79
Cliente_31,sku_25,Rodoviário,10754.15
Cliente_31,sku_26,Rodoviário,5.85
Cliente_31,sku_29,Rodoviário,4.44
Cliente_31,sku_35,Rodoviário,1177.62
Cliente_31,sku_38,Rodoviário,80188.5
Cliente_31,sku_40,Rodoviário,135826.09
Cliente_31,sku_43,Rodoviário,291.73
Cliente_31,sku_49,Rodoviário,80845.19
Cliente_31,sku_58,Rodoviário,1085.06
Cliente_31,sku_59,Rodoviário,2332.03
Cliente_31,sku_60,Rodoviário,144130.83
Cliente_31,sku_61,Rodoviário,28.13
Cliente_31,sku_63,Rodoviário,30.77
Cliente_31,sku_69,Rodoviário,584.74
Cliente_31,sku_79,Rodoviário,1772.65
Cliente_31,sku_82,Rodoviário,27557.05
Cliente_35,sku_2,Rodoviário,43.89
Cliente_35,sku_8,Rodoviário,47.99
Cliente_35,sku_11,Rodoviário,21.6
Cliente_35,sku_14,Rodoviário,2443.28
Cliente_35,sku_15,Rodoviário,1580.85
Cliente_35,sku_17,Rodoviário,147.86
Cliente_35,sku_18,Rodoviário,14396.4
Cliente_35,sku_20,Rodoviário,278.32
Cliente_35,sku_21,Rodoviário,284.12
Cliente_35,sku_22,Rodoviário,4247.06
Cliente_35,sku_25,Rodoviário,6051.23
Cliente_35,sku_26,Rodoviário,1.14
Cliente_35,sku_29,Rodoviário,31.02
Cliente_35,sku_33,Rodoviário,476.1
Cliente_35,sku_35,Rodoviário,5418.9
Cliente_35,sku_38,Rodoviário,2150.93
Cliente_35,sku_40,Rodoviário,1497.04
Cliente_35,sku_43,Rodoviário,20.63
Cliente_35,sku_49,Rodoviário,13581.79
Cliente_35,sku_60,Rodoviário,41012.54
Cliente_35,sku_61,Rodoviário,12.53
Cliente_35,sku_63,Rodoviário,2070.15
Cliente_35,sku_66,Rodoviário,19.16
Cliente_35,sku_69,Rodoviário,3155.3
Cliente_35,sku_77,Rodoviário,651.51
Cliente_35,sku_79,Rodoviário,622955.84
Cliente_35,sku_82,Rodoviário,1970.01
Cliente_35,sku_83,Rodoviário,63839.63
Cliente_35,sku_84,Rodoviário,345704.79
Cliente_38,sku_0,Rodoviário,938.37
Cliente_38,sku_2,Rodoviário,73.69
Cliente_38,sku_14,Rodoviário,224.24
Cliente_38,sku_15,Rodoviário,595.17
Cliente_38,sku_17,Rodoviário,0.1
Cliente_38,sku_18,Rodoviário,899.76
Cliente_38,sku_20,Rodoviário,0.1
Cliente_38,sku_23,Rodoviário,0.1
Cliente_38,sku_25,Rodoviário,6977.02
Cliente_38,sku_26,Rodoviário,35.72
Cliente_38,sku_33,Rodoviário,0.1
Cliente_38,sku_35,Rodoviário,995.83
Cliente_38,sku_38,Rodoviário,327.58
Cliente_38,sku_40,Rodoviário,4745.69
Cliente_38,sku_43,Rodoviário,2528.0
Cliente_38,sku_47,Rodoviário,7745.55
Cliente_38,sku_49,Rodoviário,2770.86
Cliente_38,sku_52,Rodoviário,42984.97
Cliente_38,sku_61,Rodoviário,63.58
Cliente_38,sku_63,Rodoviário,472.42
Cliente_38,sku_69,Rodoviário,521.88
Cliente_38,sku_74,Rodoviário,546.93
Cliente_38,sku_77,Rodoviário,32.52
Cliente_38,sku_79,Rodoviário,32.18
Cliente_38,sku_80,Rodoviário,2661.15
Cliente_38,sku_82,Rodoviário,10004.8
Cliente_39,sku_2,Rodoviário,1265.87
Cliente_39,sku_4,Rodoviário,224.46
Cliente_39,sku_6,Rodoviário,2.15
Cliente_39,sku_8,Rodoviário,12888.11
Cliente_39,sku_11,Rodoviário,9520.55
Cliente_39,sku_12,Rodoviário,13.01
Cliente_39,sku_14,Rodoviário,6788.48
Cliente_39,sku_15,Rodoviário,869.64
Cliente_39,sku_16,Rodoviário,605.97
Cliente_39,sku_17,Rodoviário,2963.37
Cliente_39,sku_18,Rodoviário,36360.53
Cliente_39,sku_19,Rodoviário,344.97
Cliente_39,sku_20,Rodoviário,52.98
Cliente_39,sku_21,Rodoviário,57367.39
Cliente_39,sku_22,Rodoviário,403.01
Cliente_39,sku_23,Rodoviário,24350.36
Cliente_39,sku_25,Rodoviário,42255.64
Cliente_39,sku_26,Rodoviário,282.65
Cliente_39,sku_27,Rodoviário,499.59
Cliente_39,sku_28,Rodoviário,49.57
Cliente_39,sku_29,Rodoviário,7063.34
Cliente_39,sku_31,Rodoviário,1210.85
Cliente_39,sku_33,Rodoviário,5517.87
Cliente_39,sku_34,Rodoviário,34.19
Cliente_39,sku_35,Rodoviário,1769.79
Cliente_39,sku_37,Rodoviário,2890.33
Cliente_39,sku_38,Rodoviário,2650.2
Cliente_39,sku_39,Rodoviário,145.99
Cliente_39,sku_40,Rodoviário,14440.54
Cliente_39,sku_42,Rodoviário,859.98
Cliente_39,sku_43,Rodoviário,124626.4
Cliente_39,sku_46,Rodoviário,253.07
Cliente_39,sku_47,Rodoviário,202415.53
Cliente_39,sku_49,Rodoviário,87078.45
Cliente_39,sku_50,Rodoviário,9012.06
Cliente_39,sku_52,Rodoviário,361974.66
Cliente_39,sku_55,Rodoviário,2.44
Cliente_39,sku_60,Rodoviário,3596.86
Cliente_39,sku_61,Rodoviário,6153.32
Cliente_39,sku_63,Rodoviário,19456.8
Cliente_39,sku_65,Rodoviário,14128.12
Cliente_39,sku_66,Rodoviário,7630.97
Cliente_39,sku_67,Rodoviário,1369.4
Cliente_39,sku_68,Rodoviário,217.92
Cliente_39,sku_69,Rodoviário,3866.64
Cliente_39,sku_71,Rodoviário,6811.58
Cliente_39,sku_73,Rodoviário,6694.03
Cliente_39,sku_75,Rodoviário,10.35
Cliente_39,sku_77,Rodoviário,6013.92
Cliente_39,sku_78,Rodoviário,96.2
Cliente_39,sku_79,Rodoviário,3505.68
Cliente_39,sku_82,Rodoviário,86591.43
Cliente_39,sku_30,Rodoviário,166.02
Cliente_39,sku_72,Rodoviário,84.89
Cliente_39,sku_70,Rodoviário,282.31
Cliente_39,sku_83,Rodoviário,10274.95
Cliente_39,sku_84,Rodoviário,857350.16
Cliente_39,sku_85,Rodoviário,30.58
Cliente_36,sku_2,Rodoviário,1150.07
Cliente_36,sku_8,Rodoviário,74.19
Cliente_36,sku_15,Rodoviário,1377.38
Cliente_36,sku_18,Rodoviário,2914.44
Cliente_36,sku_21,Rodoviário,818.05
Cliente_36,sku_23,Rodoviário,4100.83
Cliente_36,sku_49,Rodoviário,7253.1
Cliente_36,sku_52,Rodoviário,29821.03
Cliente_36,sku_67,Rodoviário,394.48
Cliente_36,sku_74,Rodoviário,185.12
Cliente_36,sku_70,Rodoviário,65.1
Cliente_40,sku_11,Rodoviário,372.27
Cliente_40,sku_14,Rodoviário,178.74
Cliente_40,sku_18,Rodoviário,1567.45
Cliente_40,sku_21,Rodoviário,1570.12
Cliente_40,sku_35,Rodoviário,1076.68
Cliente_40,sku_39,Rodoviário,580.79
Cliente_40,sku_43,Rodoviário,91.78
Cliente_40,sku_47,Rodoviário,1765.71
Cliente_40,sku_49,Rodoviário,18180.59
Cliente_40,sku_52,Rodoviário,11389.38
Cliente_40,sku_67,Rodoviário,25315.51
Cliente_40,sku_78,Rodoviário,549.81
Cliente_40,sku_82,Rodoviário,1430.14
Cliente_41,sku_47,Rodoviário,59.29
Cliente_41,sku_49,Rodoviário,316.24
Cliente_41,sku_52,Rodoviário,8286.77
Cliente_42,sku_0,Rodoviário,15.96
Cliente_42,sku_2,Rodoviário,321.03
Cliente_42,sku_6,Rodoviário,0.1
Cliente_42,sku_8,Rodoviário,3568.26
Cliente_42,sku_11,Rodoviário,201.55
Cliente_42,sku_14,Rodoviário,922.71
Cliente_42,sku_15,Rodoviário,2.7
Cliente_42,sku_16,Rodoviário,0.1
Cliente_42,sku_17,Rodoviário,244.05
Cliente_42,sku_18,Rodoviário,8264.88
Cliente_42,sku_19,Rodoviário,3.78
Cliente_42,sku_20,Rodoviário,7.71
Cliente_42,sku_21,Rodoviário,29482.9
Cliente_42,sku_22,Rodoviário,149.01
Cliente_42,sku_23,Rodoviário,1061.17
Cliente_42,sku_25,Rodoviário,1468.89
Cliente_42,sku_26,Rodoviário,0.2
Cliente_42,sku_29,Rodoviário,5120.45
Cliente_42,sku_31,Rodoviário,856.15
Cliente_42,sku_33,Rodoviário,5581.2
Cliente_42,sku_35,Rodoviário,160.11
Cliente_42,sku_37,Rodoviário,562.19
Cliente_42,sku_38,Rodoviário,126.49
Cliente_42,sku_40,Rodoviário,3412.01
Cliente_42,sku_43,Rodoviário,24684.5
Cliente_42,sku_47,Rodoviário,55161.78
Cliente_42,sku_49,Rodoviário,5124.38
Cliente_42,sku_50,Rodoviário,8.45
Cliente_42,sku_52,Rodoviário,103007.04
Cliente_42,sku_61,Rodoviário,1681.46
Cliente_42,sku_63,Rodoviário,109.41
Cliente_42,sku_66,Rodoviário,19.4
Cliente_42,sku_69,Rodoviário,1283.3
Cliente_42,sku_71,Rodoviário,987.84
Cliente_42,sku_73,Rodoviário,647.13
Cliente_42,sku_74,Rodoviário,21.64
Cliente_42,sku_77,Rodoviário,1304.88
Cliente_42,sku_78,Rodoviário,170.04
Cliente_42,sku_79,Rodoviário,2142.53
Cliente_42,sku_82,Rodoviário,21473.73
Cliente_42,sku_70,Rodoviário,35.78
Cliente_42,sku_84,Rodoviário,259233.46
Cliente_42,sku_85,Rodoviário,0.1
Cliente_37,sku_18,Rodoviário,12.75
Cliente_37,sku_49,Rodoviário,290.12
Cliente_37,sku_52,Rodoviário,9374.28
Cliente_43,sku_11,Rodoviário,498.78
Cliente_43,sku_18,Rodoviário,6.49
Cliente_43,sku_21,Rodoviário,9344.14
Cliente_43,sku_39,Rodoviário,59.33
Cliente_43,sku_43,Rodoviário,5591.69
Cliente_43,sku_52,Rodoviário,29353.35
Cliente_43,sku_67,Rodoviário,13093.0
Cliente_43,sku_82,Rodoviário,127.18
Cliente_43,sku_70,Rodoviário,80.65
Cliente_45,sku_2,Rodoviário,0.3
Cliente_45,sku_6,Rodoviário,138.31
Cliente_45,sku_8,Rodoviário,1232.86
Cliente_45,sku_11,Rodoviário,1782.64
Cliente_45,sku_12,Rodoviário,0.2
Cliente_45,sku_13,Rodoviário,0.1
Cliente_45,sku_14,Rodoviário,104.94
Cliente_45,sku_15,Rodoviário,49.18
Cliente_45,sku_16,Rodoviário,850.85
Cliente_45,sku_17,Rodoviário,24.44
Cliente_45,sku_18,Rodoviário,311.48
Cliente_45,sku_19,Rodoviário,13.62
Cliente_45,sku_21,Rodoviário,421.96
Cliente_45,sku_23,Rodoviário,104.11
Cliente_45,sku_25,Rodoviário,821.86
Cliente_45,sku_26,Rodoviário,8.24
Cliente_45,sku_29,Rodoviário,362.29
Cliente_45,sku_33,Rodoviário,322.71
Cliente_45,sku_38,Rodoviário,2782.67
Cliente_45,sku_40,Rodoviário,25168.88
Cliente_45,sku_43,Rodoviário,17800.58
Cliente_45,sku_47,Rodoviário,3675.24
Cliente_45,sku_49,Rodoviário,3468.24
Cliente_45,sku_52,Rodoviário,1828.08
Cliente_45,sku_55,Rodoviário,88.03
Cliente_45,sku_57,Rodoviário,45.1
Cliente_45,sku_59,Rodoviário,4500.19
Cliente_45,sku_61,Rodoviário,952.13
Cliente_45,sku_66,Rodoviário,69.01
Cliente_45,sku_69,Rodoviário,6399.85
Cliente_45,sku_73,Rodoviário,32.74
Cliente_45,sku_77,Rodoviário,937.85
Cliente_45,sku_79,Rodoviário,6024.1
Cliente_45,sku_82,Rodoviário,8112.42
Cliente_45,sku_32,Rodoviário,7.19
Cliente_45,sku_83,Rodoviário,640.66
Cliente_45,sku_84,Rodoviário,1753.13
Cliente_45,sku_85,Rodoviário,128.0
Cliente_45,sku_87,Rodoviário,15647.44
Cliente_45,sku_88,Rodoviário,922088.14
Cliente_45,sku_90,Rodoviário,114083.94
Cliente_46,sku_0,Rodoviário,1134.59
Cliente_46,sku_2,Rodoviário,9939.91
Cliente_46,sku_4,Rodoviário,1089.21
Cliente_46,sku_5,Rodoviário,178.7
Cliente_46,sku_6,Rodoviário,5028.55
Cliente_46,sku_8,Rodoviário,22658.96
Cliente_46,sku_10,Rodoviário,1.51
Cliente_46,sku_11,Rodoviário,96745.74
Cliente_46,sku_12,Rodoviário,12.51
Cliente_46,sku_13,Rodoviário,1.29
Cliente_46,sku_14,Rodoviário,33078.53
Cliente_46,sku_15,Rodoviário,17993.97
Cliente_46,sku_16,Rodoviário,29431.94
Cliente_46,sku_17,Rodoviário,7280.44
Cliente_46,sku_18,Rodoviário,187982.29
Cliente_46,sku_19,Rodoviário,4199.37
Cliente_46,sku_20,Rodoviário,37.99
Cliente_46,sku_21,Rodoviário,94813.54
Cliente_46,sku_22,Rodoviário,22210.79
Cliente_46,sku_23,Rodoviário,9325.69
Cliente_46,sku_25,Rodoviário,45319.51
Cliente_46,sku_26,Rodoviário,2024.79
Cliente_46,sku_27,Rodoviário,12.05
Cliente_46,sku_28,Rodoviário,6.33
Cliente_46,sku_29,Rodoviário,4517.98
Cliente_46,sku_31,Rodoviário,472.32
Cliente_46,sku_33,Rodoviário,30847.62
Cliente_46,sku_35,Rodoviário,13786.37
Cliente_46,sku_38,Rodoviário,63832.89
Cliente_46,sku_39,Rodoviário,44.4
Cliente_46,sku_40,Rodoviário,119195.65
Cliente_46,sku_42,Rodoviário,929.16
Cliente_46,sku_43,Rodoviário,522710.67
Cliente_46,sku_46,Rodoviário,8532.08
Cliente_46,sku_47,Rodoviário,231930.71
Cliente_46,sku_48,Rodoviário,688.38
Cliente_46,sku_49,Rodoviário,167054.39
Cliente_46,sku_50,Rodoviário,1792.82
Cliente_46,sku_52,Rodoviário,435847.31
Cliente_46,sku_55,Rodoviário,7664.65
Cliente_46,sku_57,Rodoviário,2079.23
Cliente_46,sku_58,Rodoviário,57933.18
Cliente_46,sku_59,Rodoviário,18660.78
Cliente_46,sku_60,Rodoviário,105701.65
Cliente_46,sku_61,Rodoviário,19142.36
Cliente_46,sku_63,Rodoviário,17028.36
Cliente_46,sku_65,Rodoviário,1973.35
Cliente_46,sku_66,Rodoviário,991.08
Cliente_46,sku_67,Rodoviário,215.2
Cliente_46,sku_68,Rodoviário,381.87
Cliente_46,sku_69,Rodoviário,52206.04
Cliente_46,sku_71,Rodoviário,66.96
Cliente_46,sku_73,Rodoviário,15185.36
Cliente_46,sku_75,Rodoviário,6401.38
Cliente_46,sku_77,Rodoviário,41204.98
Cliente_46,sku_79,Rodoviário,29172.6
Cliente_46,sku_82,Rodoviário,340063.73
Cliente_46,sku_56,Rodoviário,2845.54
Cliente_46,sku_70,Rodoviário,27.25
Cliente_46,sku_32,Rodoviário,1604.91
Cliente_46,sku_83,Rodoviário,47594.89
Cliente_46,sku_84,Rodoviário,591599.12
Cliente_46,sku_85,Rodoviário,6042.59
Cliente_46,sku_86,Rodoviário,2362.13
Cliente_46,sku_87,Rodoviário,66.42
Cliente_46,sku_88,Rodoviário,4182.61
Cliente_46,sku_90,Rodoviário,1277.8
Cliente_44,sku_2,Rodoviário,115.78
Cliente_44,sku_8,Rodoviário,3435.74
Cliente_44,sku_11,Rodoviário,4183.86
Cliente_44,sku_13,Rodoviário,19.99
Cliente_44,sku_17,Rodoviário,2607.53
Cliente_44,sku_18,Rodoviário,85640.94
Cliente_44,sku_19,Rodoviário,721.86
Cliente_44,sku_21,Rodoviário,805.74
Cliente_44,sku_38,Rodoviário,4861.72
Cliente_44,sku_51,Rodoviário,0.1
Cliente_44,sku_58,Rodoviário,7695.61
Cliente_44,sku_59,Rodoviário,12325.77
Cliente_44,sku_60,Rodoviário,746.42
Cliente_44,sku_66,Rodoviário,172.96
Cliente_44,sku_77,Rodoviário,2006.85
Cliente_44,sku_82,Rodoviário,1145.06
Cliente_47,sku_8,Rodoviário,13.73
Cliente_47,sku_14,Rodoviário,91.35
Cliente_47,sku_18,Rodoviário,2291.8
Cliente_47,sku_19,Rodoviário,59.83
Cliente_47,sku_21,Rodoviário,4733.38
Cliente_47,sku_35,Rodoviário,296.93
Cliente_47,sku_38,Rodoviário,73.9
Cliente_47,sku_43,Rodoviário,1006.31
Cliente_47,sku_52,Rodoviário,62502.64
Cliente_47,sku_57,Rodoviário,226.11
Cliente_47,sku_58,Rodoviário,1714.05
Cliente_47,sku_59,Rodoviário,1141.67
Cliente_47,sku_69,Rodoviário,2428.05
Cliente_47,sku_77,Rodoviário,24.78
Cliente_47,sku_82,Rodoviário,48755.93
Cliente_47,sku_56,Rodoviário,307.32
Cliente_48,sku_6,Rodoviário,37.61
Cliente_48,sku_14,Rodoviário,1.32
Cliente_48,sku_16,Rodoviário,118.54
Cliente_48,sku_18,Rodoviário,137.1
Cliente_48,sku_21,Rodoviário,12.45
Cliente_48,sku_49,Rodoviário,1392.25
Cliente_48,sku_52,Rodoviário,1854.52
Cliente_48,sku_57,Rodoviário,4.78
Cliente_48,sku_59,Rodoviário,4933.13
Cliente_48,sku_61,Rodoviário,139.88
Cliente_48,sku_69,Rodoviário,2495.28
Cliente_48,sku_73,Rodoviário,0.73
Cliente_48,sku_77,Rodoviário,24.5
Cliente_48,sku_82,Rodoviário,5.44
Cliente_48,sku_83,Rodoviário,1202.21
Cliente_48,sku_84,Rodoviário,7195.32
Cliente_48,sku_87,Rodoviário,11244.0
Cliente_48,sku_88,Rodoviário,719951.11
Cliente_48,sku_90,Rodoviário,51170.43
Cliente_49,sku_2,Rodoviário,81.44
Cliente_49,sku_6,Rodoviário,922.42
Cliente_49,sku_8,Rodoviário,2283.33
Cliente_49,sku_11,Rodoviário,2163.87
Cliente_49,sku_12,Rodoviário,0.22
Cliente_49,sku_14,Rodoviário,1756.26
Cliente_49,sku_15,Rodoviário,424.0
Cliente_49,sku_16,Rodoviário,5029.96
Cliente_49,sku_17,Rodoviário,257.86
Cliente_49,sku_18,Rodoviário,14216.24
Cliente_49,sku_19,Rodoviário,18.84
